Time,ID,Type,Status,Lat,Lon,Alt,Roll,Pitch,Yaw
0.1300,1,1,0,37.46663123,126.44990926,2450.6611,0,0.0000,-0.0000
0.1300,2,1,0,37.46658971,126.45013161,2452.0470,0,-0.0001,0.0000
0.1300,3,1,0,37.46646937,126.45010070,2452.4040,0,-0.0001,-0.0000
0.1400,1,1,0,37.46664924,126.44990913,2450.6569,0,0.0000,-0.0000
0.1400,2,1,0,37.46660772,126.45013148,2452.0428,0,-0.0001,0.0000
0.1400,3,1,0,37.46648738,126.45010057,2452.3999,0,-0.0001,-0.0000
0.1500,1,1,0,37.46666725,126.44990900,2450.6528,0,0.0000,-0.0000
0.1500,2,1,0,37.46662574,126.45013135,2452.0387,0,-0.0001,0.0000
0.1500,3,1,0,37.46650539,126.45010045,2452.3957,0,-0.0001,-0.0000
0.1600,1,1,0,37.46668527,126.44990888,2450.6486,0,0.0000,-0.0000
0.1600,2,1,0,37.46664375,126.45013123,2452.0345,0,-0.0001,0.0000
0.1600,3,1,0,37.46652341,126.45010032,2452.3916,0,-0.0001,-0.0000
0.1700,1,1,0,37.46670328,126.44990875,2450.6445,0,0.0000,-0.0000
0.1700,2,1,0,37.46666176,126.45013110,2452.0304,0,-0.0001,0.0000
0.1700,3,1,0,37.46654142,126.45010019,2452.3874,0,-0.0001,-0.0000
0.1800,1,1,0,37.46672129,126.44990862,2450.6404,0,0.0000,-0.0000
0.1800,2,1,0,37.46667978,126.45013097,2452.0262,0,-0.0001,0.0000
0.1800,3,1,0,37.46655943,126.45010007,2452.3833,0,-0.0001,-0.0000
0.1900,1,1,0,37.46673931,126.44990850,2450.6362,0,0.0000,-0.0000
0.1900,2,1,0,37.46669779,126.45013085,2452.0221,0,-0.0001,0.0000
0.1900,3,1,0,37.46657745,126.45009994,2452.3791,0,-0.0001,-0.0000
0.2000,1,1,0,37.46675732,126.44990837,2450.6321,0,0.0000,-0.0000
0.2000,2,1,0,37.46671580,126.45013072,2452.0180,0,-0.0001,0.0000
0.2000,3,1,0,37.46659546,126.45009982,2452.3750,0,-0.0001,-0.0000
0.2100,1,1,0,37.46677533,126.44990825,2450.6280,0,0.0000,-0.0000
0.2100,2,1,0,37.46673381,126.45013060,2452.0138,0,-0.0001,0.0000
0.2100,3,1,0,37.46661347,126.45009969,2452.3708,0,-0.0001,-0.0000
0.2200,1,1,0,37.46679334,126.44990812,2450.6238,0,0.0000,-0.0000
0.2200,2,1,0,37.46675183,126.45013047,2452.0097,0,-0.0001,0.0000
0.2200,3,1,0,37.46663148,126.45009956,2452.3667,0,-0.0001,-0.0000
0.2300,1,1,0,37.46681136,126.44990799,2450.6197,0,0.0000,-0.0000
0.2300,2,1,0,37.46676984,126.45013034,2452.0055,0,-0.0001,0.0000
0.2300,3,1,0,37.46664950,126.45009944,2452.3626,0,-0.0001,-0.0000
0.2400,1,1,0,37.46682937,126.44990787,2450.6156,0,0.0000,-0.0000
0.2400,2,1,0,37.46678785,126.45013022,2452.0014,0,-0.0001,0.0000
0.2400,3,1,0,37.46666751,126.45009931,2452.3584,0,-0.0001,-0.0000
0.2500,1,1,0,37.46684738,126.44990774,2450.6114,0,0.0000,-0.0000
0.2500,2,1,0,37.46680587,126.45013009,2451.9973,0,-0.0001,0.0000
0.2500,3,1,0,37.46668552,126.45009918,2452.3543,0,-0.0001,-0.0000
0.2600,1,1,0,37.46686540,126.44990761,2450.6073,0,0.0000,-0.0000
0.2600,2,1,0,37.46682388,126.45012996,2451.9931,0,-0.0001,0.0000
0.2600,3,1,0,37.46670354,126.45009906,2452.3501,0,-0.0001,-0.0000
0.2700,1,1,0,37.46688341,126.44990749,2450.6032,0,0.0000,-0.0000
0.2700,2,1,0,37.46684189,126.45012984,2451.9890,0,-0.0001,0.0000
0.2700,3,1,0,37.46672155,126.45009893,2452.3460,0,-0.0001,-0.0000
0.2800,1,1,0,37.46690142,126.44990736,2450.5990,0,0.0000,-0.0000
0.2800,2,1,0,37.46685990,126.45012971,2451.9848,0,-0.0001,0.0000
0.2800,3,1,0,37.46673956,126.45009881,2452.3418,0,-0.0001,-0.0000
0.2900,1,1,0,37.46691943,126.44990724,2450.5949,0,0.0000,-0.0000
0.2900,2,1,0,37.46687792,126.45012959,2451.9807,0,-0.0001,0.0000
0.2900,3,1,0,37.46675758,126.45009868,2452.3377,0,-0.0001,-0.0000
0.3000,1,1,0,37.46693745,126.44990711,2450.5908,0,0.0000,-0.0000
0.3000,2,1,0,37.46689593,126.45012946,2451.9766,0,-0.0001,0.0000
0.3000,3,1,0,37.46677559,126.45009855,2452.3336,0,-0.0001,-0.0000
0.3100,1,1,0,37.46695546,126.44990698,2450.5867,0,0.0000,-0.0000
0.3100,2,1,0,37.46691394,126.45012933,2451.9724,0,-0.0001,0.0000
0.3100,3,1,0,37.46679360,126.45009843,2452.3294,0,-0.0001,-0.0000
0.3200,1,1,0,37.46697347,126.44990686,2450.5825,0,0.0000,-0.0000
0.3200,2,1,0,37.46693196,126.45012921,2451.9683,0,-0.0001,0.0000
0.3200,3,1,0,37.46681161,126.45009830,2452.3253,0,-0.0001,-0.0000
0.3300,1,1,0,37.46699149,126.44990673,2450.5784,0,0.0000,-0.0000
0.3300,2,1,0,37.46694997,126.45012908,2451.9642,0,-0.0001,0.0000
0.3300,3,1,0,37.46682963,126.45009817,2452.3212,0,-0.0001,-0.0000
0.3400,1,1,0,37.46700950,126.44990660,2450.5743,0,0.0000,-0.0000
0.3400,2,1,0,37.46696798,126.45012895,2451.9600,0,-0.0001,0.0000
0.3400,3,1,0,37.46684764,126.45009805,2452.3170,0,-0.0001,-0.0000
0.3500,1,1,0,37.46702751,126.44990648,2450.5702,0,0.0000,-0.0000
0.3500,2,1,0,37.46698600,126.45012883,2451.9559,0,-0.0001,0.0000
0.3500,3,1,0,37.46686565,126.45009792,2452.3129,0,-0.0001,-0.0000
0.3600,1,1,0,37.46704553,126.44990635,2450.5660,0,0.0000,-0.0000
0.3600,2,1,0,37.46700401,126.45012870,2451.9518,0,-0.0001,0.0000
0.3600,3,1,0,37.46688367,126.45009780,2452.3088,0,-0.0001,-0.0000
0.3700,1,1,0,37.46706354,126.44990622,2450.5619,0,0.0000,-0.0000
0.3700,2,1,0,37.46702202,126.45012858,2451.9476,0,-0.0001,0.0000
0.3700,3,1,0,37.46690168,126.45009767,2452.3046,0,-0.0001,-0.0000
0.3800,1,1,0,37.46708155,126.44990610,2450.5578,0,0.0000,-0.0000
0.3800,2,1,0,37.46704003,126.45012845,2451.9435,0,-0.0001,0.0000
0.3800,3,1,0,37.46691969,126.45009754,2452.3005,0,-0.0001,-0.0000
0.3900,1,1,0,37.46709956,126.44990597,2450.5537,0,0.0000,-0.0000
0.3900,2,1,0,37.46705805,126.45012832,2451.9394,0,-0.0001,0.0000
0.3900,3,1,0,37.46693770,126.45009742,2452.2963,0,-0.0001,-0.0000
0.4000,1,1,0,37.46711758,126.44990585,2450.5496,0,0.0000,-0.0000
0.4000,2,1,0,37.46707606,126.45012820,2451.9353,0,-0.0001,0.0000
0.4000,3,1,0,37.46695572,126.45009729,2452.2922,0,-0.0001,-0.0000
0.4100,1,1,0,37.46713559,126.44990572,2450.5454,0,0.0000,-0.0000
0.4100,2,1,0,37.46709407,126.45012807,2451.9311,0,-0.0001,0.0000
0.4100,3,1,0,37.46697373,126.45009716,2452.2881,0,-0.0001,-0.0000
0.4200,1,1,0,37.46715360,126.44990559,2450.5413,0,0.0000,-0.0000
0.4200,2,1,0,37.46711209,126.45012794,2451.9270,0,-0.0001,0.0000
0.4200,3,1,0,37.46699174,126.45009704,2452.2840,0,-0.0001,-0.0000
0.4300,1,1,0,37.46717162,126.44990547,2450.5372,0,0.0000,-0.0000
0.4300,2,1,0,37.46713010,126.45012782,2451.9229,0,-0.0001,0.0000
0.4300,3,1,0,37.46700976,126.45009691,2452.2798,0,-0.0001,-0.0000
0.4400,1,1,0,37.46718963,126.44990534,2450.5331,0,0.0000,-0.0000
0.4400,2,1,0,37.46714811,126.45012769,2451.9187,0,-0.0001,0.0000
0.4400,3,1,0,37.46702777,126.45009679,2452.2757,0,-0.0001,-0.0000
0.4500,1,1,0,37.46720764,126.44990521,2450.5290,0,0.0000,-0.0000
0.4500,2,1,0,37.46716613,126.45012756,2451.9146,0,-0.0001,0.0000
0.4500,3,1,0,37.46704578,126.45009666,2452.2716,0,-0.0001,-0.0000
0.4600,1,1,0,37.46722566,126.44990509,2450.5248,0,0.0000,-0.0000
0.4600,2,1,0,37.46718414,126.45012744,2451.9105,0,-0.0001,0.0000
0.4600,3,1,0,37.46706380,126.45009653,2452.2674,0,-0.0001,-0.0000
0.4700,1,1,0,37.46724367,126.44990496,2450.5207,0,0.0000,-0.0000
0.4700,2,1,0,37.46720215,126.45012731,2451.9064,0,-0.0001,0.0000
0.4700,3,1,0,37.46708181,126.45009641,2452.2633,0,-0.0001,-0.0000
0.4800,1,1,0,37.46726168,126.44990484,2450.5166,0,0.0000,-0.0000
0.4800,2,1,0,37.46722016,126.45012719,2451.9022,0,-0.0001,0.0000
0.4800,3,1,0,37.46709982,126.45009628,2452.2592,0,-0.0001,-0.0000
0.4900,1,1,0,37.46727969,126.44990471,2450.5125,0,0.0000,-0.0000
0.4900,2,1,0,37.46723818,126.45012706,2451.8981,0,-0.0001,0.0000
0.4900,3,1,0,37.46711783,126.45009615,2452.2551,0,-0.0001,-0.0000
0.5000,1,1,0,37.46729771,126.44990458,2450.5084,0,0.0000,-0.0000
0.5000,2,1,0,37.46725619,126.45012693,2451.8940,0,-0.0001,0.0000
0.5000,3,1,0,37.46713585,126.45009603,2452.2509,0,-0.0001,-0.0000
0.5100,1,1,0,37.46731572,126.44990446,2450.5043,0,0.0000,-0.0000
0.5100,2,1,0,37.46727420,126.45012681,2451.8899,0,-0.0001,0.0000
0.5100,3,1,0,37.46715386,126.45009590,2452.2468,0,-0.0001,-0.0000
0.5200,1,1,0,37.46733373,126.44990433,2450.5001,0,0.0000,-0.0000
0.5200,2,1,0,37.46729222,126.45012668,2451.8858,0,-0.0001,0.0000
0.5200,3,1,0,37.46717187,126.45009578,2452.2427,0,-0.0001,-0.0000
0.5300,1,1,0,37.46735175,126.44990420,2450.4960,0,0.0000,-0.0000
0.5300,2,1,0,37.46731023,126.45012655,2451.8816,0,-0.0001,0.0000
0.5300,3,1,0,37.46718989,126.45009565,2452.2386,0,-0.0001,-0.0000
0.5400,1,1,0,37.46736976,126.44990408,2450.4919,0,0.0000,-0.0000
0.5400,2,1,0,37.46732824,126.45012643,2451.8775,0,-0.0001,0.0000
0.5400,3,1,0,37.46720790,126.45009552,2452.2344,0,-0.0001,-0.0000
0.5500,1,1,0,37.46738777,126.44990395,2450.4878,0,0.0000,-0.0000
0.5500,2,1,0,37.46734625,126.45012630,2451.8734,0,-0.0001,0.0000
0.5500,3,1,0,37.46722591,126.45009540,2452.2303,0,-0.0001,-0.0000
0.5600,1,1,0,37.46740578,126.44990382,2450.4837,0,0.0000,-0.0000
0.5600,2,1,0,37.46736427,126.45012618,2451.8693,0,-0.0001,0.0000
0.5600,3,1,0,37.46724393,126.45009527,2452.2262,0,-0.0001,-0.0000
0.5700,1,1,0,37.46742380,126.44990370,2450.4796,0,0.0000,-0.0000
0.5700,2,1,0,37.46738228,126.45012605,2451.8652,0,-0.0001,0.0000
0.5700,3,1,0,37.46726194,126.45009514,2452.2221,0,-0.0001,-0.0000
0.5800,1,1,0,37.46744181,126.44990357,2450.4755,0,0.0000,-0.0000
0.5800,2,1,0,37.46740029,126.45012592,2451.8610,0,-0.0001,0.0000
0.5800,3,1,0,37.46727995,126.45009502,2452.2179,0,-0.0001,-0.0000
0.5900,1,1,0,37.46745982,126.44990345,2450.4714,0,0.0000,-0.0000
0.5900,2,1,0,37.46741831,126.45012580,2451.8569,0,-0.0001,0.0000
0.5900,3,1,0,37.46729796,126.45009489,2452.2138,0,-0.0001,-0.0000
0.6000,1,1,0,37.46747784,126.44990332,2450.4673,0,0.0000,-0.0000
0.6000,2,1,0,37.46743632,126.45012567,2451.8528,0,-0.0001,0.0000
0.6000,3,1,0,37.46731598,126.45009477,2452.2097,0,-0.0001,-0.0000
0.6100,1,1,0,37.46749585,126.44990319,2450.4631,0,0.0000,-0.0000
0.6100,2,1,0,37.46745433,126.45012554,2451.8487,0,-0.0001,0.0000
0.6100,3,1,0,37.46733399,126.45009464,2452.2056,0,-0.0001,-0.0000
0.6200,1,1,0,37.46751386,126.44990307,2450.4590,0,0.0000,-0.0000
0.6200,2,1,0,37.46747235,126.45012542,2451.8446,0,-0.0001,0.0000
0.6200,3,1,0,37.46735200,126.45009451,2452.2015,0,-0.0001,-0.0000
0.6300,1,1,0,37.46753188,126.44990294,2450.4549,0,0.0000,-0.0000
0.6300,2,1,0,37.46749036,126.45012529,2451.8405,0,-0.0001,0.0000
0.6300,3,1,0,37.46737002,126.45009439,2452.1973,0,-0.0001,-0.0000
0.6400,1,1,0,37.46754989,126.44990281,2450.4508,0,0.0000,-0.0000
0.6400,2,1,0,37.46750837,126.45012517,2451.8363,0,-0.0001,0.0000
0.6400,3,1,0,37.46738803,126.45009426,2452.1932,0,-0.0001,-0.0000
0.6500,1,1,0,37.46756790,126.44990269,2450.4467,0,0.0000,-0.0000
0.6500,2,1,0,37.46752638,126.45012504,2451.8322,0,-0.0001,0.0000
0.6500,3,1,0,37.46740604,126.45009413,2452.1891,0,-0.0001,-0.0000
0.6600,1,1,0,37.46758591,126.44990256,2450.4426,0,0.0000,-0.0000
0.6600,2,1,0,37.46754440,126.45012491,2451.8281,0,-0.0001,0.0000
0.6600,3,1,0,37.46742405,126.45009401,2452.1850,0,-0.0001,-0.0000
0.6700,1,1,0,37.46760393,126.44990244,2450.4385,0,0.0000,-0.0000
0.6700,2,1,0,37.46756241,126.45012479,2451.8240,0,-0.0001,0.0000
0.6700,3,1,0,37.46744207,126.45009388,2452.1809,0,-0.0001,-0.0000
0.6800,1,1,0,37.46762194,126.44990231,2450.4344,0,0.0000,-0.0000
0.6800,2,1,0,37.46758042,126.45012466,2451.8199,0,-0.0001,0.0000
0.6800,3,1,0,37.46746008,126.45009376,2452.1768,0,-0.0001,-0.0000
0.6900,1,1,0,37.46763995,126.44990218,2450.4303,0,0.0000,-0.0000
0.6900,2,1,0,37.46759844,126.45012453,2451.8158,0,-0.0001,0.0000
0.6900,3,1,0,37.46747809,126.45009363,2452.1726,0,-0.0001,-0.0000
0.7000,1,1,0,37.46765797,126.44990206,2450.4262,0,0.0000,-0.0000
0.7000,2,1,0,37.46761645,126.45012441,2451.8117,0,-0.0001,0.0000
0.7000,3,1,0,37.46749611,126.45009350,2452.1685,0,-0.0001,-0.0000
0.7100,1,1,0,37.46767598,126.44990193,2450.4221,0,0.0000,-0.0000
0.7100,2,1,0,37.46763446,126.45012428,2451.8076,0,-0.0001,0.0000
0.7100,3,1,0,37.46751412,126.45009338,2452.1644,0,-0.0001,-0.0000
0.7200,1,1,0,37.46769399,126.44990180,2450.4180,0,0.0000,-0.0000
0.7200,2,1,0,37.46765247,126.45012416,2451.8035,0,-0.0001,0.0000
0.7200,3,1,0,37.46753213,126.45009325,2452.1603,0,-0.0001,-0.0000
0.7300,1,1,0,37.46771201,126.44990168,2450.4139,0,0.0000,-0.0000
0.7300,2,1,0,37.46767049,126.45012403,2451.7993,0,-0.0001,0.0000
0.7300,3,1,0,37.46755015,126.45009312,2452.1562,0,-0.0001,-0.0000
0.7400,1,1,0,37.46773002,126.44990155,2450.4098,0,0.0000,-0.0000
0.7400,2,1,0,37.46768850,126.45012390,2451.7952,0,-0.0001,0.0000
0.7400,3,1,0,37.46756816,126.45009300,2452.1521,0,-0.0001,-0.0000
0.7500,1,1,0,37.46774803,126.44990142,2450.4057,0,0.0000,-0.0000
0.7500,2,1,0,37.46770651,126.45012378,2451.7911,0,-0.0001,0.0000
0.7500,3,1,0,37.46758617,126.45009287,2452.1480,0,-0.0001,-0.0000
0.7600,1,1,0,37.46776604,126.44990130,2450.4016,0,0.0000,-0.0000
0.7600,2,1,0,37.46772453,126.45012365,2451.7870,0,-0.0001,0.0000
0.7600,3,1,0,37.46760418,126.45009274,2452.1439,0,-0.0001,-0.0000
0.7700,1,1,0,37.46778406,126.44990117,2450.3975,0,0.0000,-0.0000
0.7700,2,1,0,37.46774254,126.45012352,2451.7829,0,-0.0001,0.0000
0.7700,3,1,0,37.46762220,126.45009262,2452.1398,0,-0.0001,-0.0000
0.7800,1,1,0,37.46780207,126.44990105,2450.3934,0,0.0000,-0.0000
0.7800,2,1,0,37.46776055,126.45012340,2451.7788,0,-0.0001,0.0000
0.7800,3,1,0,37.46764021,126.45009249,2452.1356,0,-0.0001,-0.0000
0.7900,1,1,0,37.46782008,126.44990092,2450.3893,0,0.0000,-0.0000
0.7900,2,1,0,37.46777857,126.45012327,2451.7747,0,-0.0001,0.0000
0.7900,3,1,0,37.46765822,126.45009237,2452.1315,0,-0.0001,-0.0000
0.8000,1,1,0,37.46783810,126.44990079,2450.3852,0,0.0000,-0.0000
0.8000,2,1,0,37.46779658,126.45012315,2451.7706,0,-0.0001,0.0000
0.8000,3,1,0,37.46767624,126.45009224,2452.1274,0,-0.0001,-0.0000
0.8100,1,1,0,37.46785611,126.44990067,2450.3811,0,0.0000,-0.0000
0.8100,2,1,0,37.46781459,126.45012302,2451.7665,0,-0.0001,0.0000
0.8100,3,1,0,37.46769425,126.45009211,2452.1233,0,-0.0001,-0.0000
0.8200,1,1,0,37.46787412,126.44990054,2450.3770,0,0.0000,-0.0000
0.8200,2,1,0,37.46783260,126.45012289,2451.7624,0,-0.0001,0.0000
0.8200,3,1,0,37.46771226,126.45009199,2452.1192,0,-0.0001,-0.0000
0.8300,1,1,0,37.46789213,126.44990041,2450.3729,0,0.0000,-0.0000
0.8300,2,1,0,37.46785062,126.45012277,2451.7583,0,-0.0001,0.0000
0.8300,3,1,0,37.46773028,126.45009186,2452.1151,0,-0.0001,-0.0000
0.8400,1,1,0,37.46791015,126.44990029,2450.3688,0,0.0000,-0.0000
0.8400,2,1,0,37.46786863,126.45012264,2451.7542,0,-0.0001,0.0000
0.8400,3,1,0,37.46774829,126.45009173,2452.1110,0,-0.0001,-0.0000
0.8500,1,1,0,37.46792816,126.44990016,2450.3647,0,0.0000,-0.0000
0.8500,2,1,0,37.46788664,126.45012251,2451.7501,0,-0.0001,0.0000
0.8500,3,1,0,37.46776630,126.45009161,2452.1069,0,-0.0001,-0.0000
0.8600,1,1,0,37.46794617,126.44990004,2450.3606,0,0.0000,-0.0000
0.8600,2,1,0,37.46790466,126.45012239,2451.7460,0,-0.0001,0.0000
0.8600,3,1,0,37.46778431,126.45009148,2452.1028,0,-0.0001,-0.0000
0.8700,1,1,0,37.46796419,126.44989991,2450.3565,0,0.0000,-0.0000
0.8700,2,1,0,37.46792267,126.45012226,2451.7419,0,-0.0001,0.0000
0.8700,3,1,0,37.46780233,126.45009136,2452.0987,0,-0.0001,-0.0000
0.8800,1,1,0,37.46798220,126.44989978,2450.3525,0,0.0000,-0.0000
0.8800,2,1,0,37.46794068,126.45012214,2451.7378,0,-0.0001,0.0000
0.8800,3,1,0,37.46782034,126.45009123,2452.0946,0,-0.0001,-0.0000
0.8900,1,1,0,37.46800021,126.44989966,2450.3484,0,0.0000,-0.0000
0.8900,2,1,0,37.46795870,126.45012201,2451.7337,0,-0.0001,0.0000
0.8900,3,1,0,37.46783835,126.45009110,2452.0905,0,-0.0001,-0.0000
0.9000,1,1,0,37.46801823,126.44989953,2450.3443,0,0.0000,-0.0000
0.9000,2,1,0,37.46797671,126.45012188,2451.7296,0,-0.0001,0.0000
0.9000,3,1,0,37.46785637,126.45009098,2452.0864,0,-0.0001,-0.0000
0.9100,1,1,0,37.46803624,126.44989940,2450.3402,0,0.0000,-0.0000
0.9100,2,1,0,37.46799472,126.45012176,2451.7255,0,-0.0001,0.0000
0.9100,3,1,0,37.46787438,126.45009085,2452.0823,0,-0.0001,-0.0000
0.9200,1,1,0,37.46805425,126.44989928,2450.3361,0,0.0000,-0.0000
0.9200,2,1,0,37.46801273,126.45012163,2451.7214,0,-0.0001,0.0000
0.9200,3,1,0,37.46789239,126.45009072,2452.0782,0,-0.0001,-0.0000
0.9300,1,1,0,37.46807226,126.44989915,2450.3320,0,0.0000,-0.0000
0.9300,2,1,0,37.46803075,126.45012150,2451.7173,0,-0.0001,0.0000
0.9300,3,1,0,37.46791040,126.45009060,2452.0741,0,-0.0001,-0.0000
0.9400,1,1,0,37.46809028,126.44989902,2450.3279,0,0.0000,-0.0000
0.9400,2,1,0,37.46804876,126.45012138,2451.7132,0,-0.0001,0.0000
0.9400,3,1,0,37.46792842,126.45009047,2452.0700,0,-0.0001,-0.0000
0.9500,1,1,0,37.46810829,126.44989890,2450.3238,0,0.0000,-0.0000
0.9500,2,1,0,37.46806677,126.45012125,2451.7091,0,-0.0001,0.0000
0.9500,3,1,0,37.46794643,126.45009035,2452.0659,0,-0.0001,-0.0000
0.9600,1,1,0,37.46812630,126.44989877,2450.3197,0,0.0000,-0.0000
0.9600,2,1,0,37.46808479,126.45012113,2451.7050,0,-0.0001,0.0000
0.9600,3,1,0,37.46796444,126.45009022,2452.0618,0,-0.0001,-0.0000
0.9700,1,1,0,37.46814432,126.44989865,2450.3157,0,0.0000,-0.0000
0.9700,2,1,0,37.46810280,126.45012100,2451.7009,0,-0.0001,0.0000
0.9700,3,1,0,37.46798246,126.45009009,2452.0577,0,-0.0001,-0.0000
0.9800,1,1,0,37.46816233,126.44989852,2450.3116,0,0.0000,-0.0000
0.9800,2,1,0,37.46812081,126.45012087,2451.6968,0,-0.0001,0.0000
0.9800,3,1,0,37.46800047,126.45008997,2452.0536,0,-0.0001,-0.0000
0.9900,1,1,0,37.46818034,126.44989839,2450.3075,0,0.0000,-0.0000
0.9900,2,1,0,37.46813882,126.45012075,2451.6927,0,-0.0001,0.0000
0.9900,3,1,0,37.46801848,126.45008984,2452.0495,0,-0.0001,-0.0000
1.0000,1,1,0,37.46819836,126.44989827,2450.3034,0,0.0000,-0.0000
1.0000,2,1,0,37.46815684,126.45012062,2451.6887,0,-0.0001,0.0000
1.0000,3,1,0,37.46803650,126.45008971,2452.0454,0,-0.0001,-0.0000
1.0100,1,1,0,37.46821637,126.44989814,2450.2993,0,0.0000,-0.0000
1.0100,2,1,0,37.46817485,126.45012049,2451.6846,0,-0.0001,0.0000
1.0100,3,1,0,37.46805451,126.45008959,2452.0413,0,-0.0001,-0.0000
1.0200,1,1,0,37.46823438,126.44989801,2450.2952,0,0.0000,-0.0000
1.0200,2,1,0,37.46819286,126.45012037,2451.6805,0,-0.0001,0.0000
1.0200,3,1,0,37.46807252,126.45008946,2452.0372,0,-0.0001,-0.0000
1.0300,1,1,0,37.46825239,126.44989789,2450.2912,0,0.0000,-0.0000
1.0300,2,1,0,37.46821088,126.45012024,2451.6764,0,-0.0001,0.0000
1.0300,3,1,0,37.46809053,126.45008934,2452.0331,0,-0.0001,-0.0000
1.0400,1,1,0,37.46827041,126.44989776,2450.2871,0,0.0000,-0.0000
1.0400,2,1,0,37.46822889,126.45012012,2451.6723,0,-0.0001,0.0000
1.0400,3,1,0,37.46810855,126.45008921,2452.0290,0,-0.0001,-0.0000
1.0500,1,1,0,37.46828842,126.44989764,2450.2830,0,0.0000,-0.0000
1.0500,2,1,0,37.46824690,126.45011999,2451.6682,0,-0.0001,0.0000
1.0500,3,1,0,37.46812656,126.45008908,2452.0250,0,-0.0001,-0.0000
1.0600,1,1,0,37.46830643,126.44989751,2450.2789,0,0.0000,-0.0000
1.0600,2,1,0,37.46826492,126.45011986,2451.6641,0,-0.0001,0.0000
1.0600,3,1,0,37.46814457,126.45008896,2452.0209,0,-0.0001,-0.0000
1.0700,1,1,0,37.46832445,126.44989738,2450.2748,0,0.0000,-0.0000
1.0700,2,1,0,37.46828293,126.45011974,2451.6600,0,-0.0001,0.0000
1.0700,3,1,0,37.46816259,126.45008883,2452.0168,0,-0.0001,-0.0000
1.0800,1,1,0,37.46834246,126.44989726,2450.2708,0,0.0000,-0.0000
1.0800,2,1,0,37.46830094,126.45011961,2451.6559,0,-0.0001,0.0000
1.0800,3,1,0,37.46818060,126.45008870,2452.0127,0,-0.0001,-0.0000
1.0900,1,1,0,37.46836047,126.44989713,2450.2667,0,0.0000,-0.0000
1.0900,2,1,0,37.46831895,126.45011948,2451.6519,0,-0.0001,0.0000
1.0900,3,1,0,37.46819861,126.45008858,2452.0086,0,-0.0001,-0.0000
1.1000,1,1,0,37.46837848,126.44989700,2450.2626,0,0.0000,-0.0000
